obsid,leadid,ccode,"
idacr",leader,startdate,eindate,enddate,eoutdate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,ebirthdate,deathdate,edeathdate,dbpediauri,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur,Living_Abroad_Civilian,Military_Service_Abroad,Diplomatic,First_Gen_Immigrant,Study_Abroad_Civilian,Study_Abroad_Military,Exile_Abroad,Living_Abroad_Under_18,Foreign_Language,Which_language,foreign_country_1,Year_Arrival_Country_1,Year_Departure_Country_1,Country_1_military_only,foreign_country_2,Year_Arrival_Country_2,Year_Departure_Country_2,Country_2_military_only,foreign_country_3,Year_Arrival_Country_3,Year_Departure_Country_3,Country_3_military_only,foreign_country_n,Year of first departure,Year of final return,Multiple Foreign Experience,Less than one year,Between 1 and 5 years,Between 5 and 10 years,More than 10 years,travel/Tourism,travel_country_1,travel_country_2,travel_country_3,Notes,Sources,Coder_1,Coder_2 ,Coder_3,Revision_Coder_2_3,Revision Note
GMY-1888-2,82131e94-1e42-11e4-b4cd-db5882bf8def,255,GMY,Wilhelm II,1888-06-15,15jun1888,1918-11-09,11/9/1918,Regular,Irregular,"Popular Protest, with Foreign Support",0,Exile,M,1859,1941,1859-01-27,27jan1859,6/4/1941,6/4/1941,NA,0,3,1,1,NA,NA,0,0,0,0,0,0,0,0,1,"French, English, Ancient Greek, Latin",,,,,,,,,,,,,,,,,,,,,1,UKG,FRN,Austria-Hungary,"Wilhelm was tutored in French, Latin, and Ancient Greek. He learned English form his mother's side of his family. He toured Britain, France, and Austria-Hungary. In 1884, He was sent to the cour of Russian Tsar Alexander III  by Bismarck to improve relations with Russia. Wilhelm's diplomatic success in Russia made him a personal envoy of Bismarck in the Russian court. Under Bismarck's instruction, he also recevied weekly training at German foreign ministry since 1886 to be a member of the foreign service.",Young Wilhelm by John Rohl (1998).,Drew Witte,,,,
GMY-1918,82131e95-1e42-11e4-b4cd-db5882bf8def,255,GMY,Ebert,1918-11-09,11/9/1918,1919-02-11,2/11/1919,Irregular,Regular,Regular,0,OK,M,1871,1925,1871-02-04,04feb1871,2/28/1925,2/28/1925,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Friedrich-5FEbert&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=wbK0RPK8_t5qjVVqpTK6BljhFgCM9OGxSLXYt39eX7I&e=,1,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,Switzerland,,,Ebert traveled to Zurich once after the start of World War 1 in case the SPD was banned and the party needed to form an international wing.,"Encyclopedia Britannica: Friedrich Ebert , https://web.archive.org/web/20140711164442/http://www.dhm.de/lemo/html/biografien/EbertFriedrich/index.html Deutsches Historisches Museum: Friedrich Ebert",Drew Witte,,,,
GMY-1919-1,82134f70-1e42-11e4-b4cd-db5882bf8def,255,GMY,Scheidemann,1919-02-12,2/12/1919,1919-06-20,6/20/1919,Regular,Regular,Regular,0,OK,M,1865,1939,1865-07-26,26jul1865,11/29/1939,11/29/1939,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Philipp-5FScheidemann&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=RvMlCgfVxXZ6CIcQ2DkzaEaSh4kRl_f3XHWqGcuqyMw&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,Scheidemann was a printer and journalist while the SPD was an underground party and did not leave the country before taking power.,Oxford Reference: Philipp Scheidemann,Drew Witte,,,,
GMY-1919-2,82134f71-1e42-11e4-b4cd-db5882bf8def,255,GMY,Bauer,1919-06-21,6/21/1919,1920-03-26,3/26/1920,Regular,Regular,Regular,0,OK,M,1870,1944,1870-01-06,06jan1870,9/16/1944,9/16/1944,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Gustav-5FBauer&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=fnAK2wio_KxtPRjpoRY4Ax3aqx1pslX1QH1YGZ3J5rM&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,Bauer was a lawyer and trade unionist from East Prussia and did not leave the country.,https://web.archive.org/web/20140702021650/http://www.dhm.de/lemo/html/biografien/BauerGustav/index.html. Deutsches Historisches Museum: Gustav Bauer,Drew Witte,,,,
GMY-1920-1,82134f72-1e42-11e4-b4cd-db5882bf8def,255,GMY,Muller,1920-03-27,3/27/1920,1920-06-08,6/8/1920,Regular,Regular,Regular,0,OK,M,1876,1931,1876-05-18,18may1876,3/20/1931,3/20/1931,NA,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,1,French,,,,,,,,,,,,,,,,,,,,,1,FRN,,,Muller was the SPD's delegate to international socialist conferences during the period of the Second International.,https://www.deutsche-biographie.de/ppn118584979.html. Deutsche Biographie: Hermann Muller,Drew Witte,,,,
GMY-1920-2,82134f73-1e42-11e4-b4cd-db5882bf8def,255,GMY,Fehrenback,1920-06-25,6/25/1920,1921-05-04,5/4/1921,Regular,Regular,Regular,0,OK,M,1852,1926,1852-01-11,11jan1852,3/26/1926,3/26/1926,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Konstantin-5FFehrenbach&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=wxIJHKDr0ekXuwf8bVdsdvHRXjkGYt8wOtW4m1Y8RmM&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,Fehrenbach was a Catholic lawyer who did not leave Germany before his election.,https://www.deutsche-biographie.de/sfz15677.html. Deutsche Biographie: Constantin Fehrenback,Drew Witte,,,,
GMY-1921,82138044-1e42-11e4-b4cd-db5882bf8def,255,GMY,Wirth,1921-05-10,5/10/1921,1922-11-14,11/14/1922,Regular,Regular,Regular,0,OK,M,1879,1956,1879-09-06,06sep1879,1/3/1956,1/3/1956,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Joseph-5FWirth&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=ZGXJzy_1WhCaihib-IEZi7owliUQc_H7a7e6cA2stmI&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,"After being declared unfit for military service, Wirth volunteered as a nurse on the Westerrn Front of World War 1.",https://web.archive.org/web/20140203141738/http://www.dhm.de/lemo/html/biografien/WirthJoseph/index.html. Deutsches Historisches Museum: Joseph Wirth,Drew Witte,,,,
GMY-1922,82138045-1e42-11e4-b4cd-db5882bf8def,255,GMY,Cuno,1922-11-22,11/22/1922,1923-08-12,8/12/1923,Regular,Regular,Regular,0,OK,M,1876,1933,1876-07-02,02jul1876,1/3/1933,1/3/1933,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Wilhelm-5FCuno&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=PuygW2hjSL3puUfsRQNp66Z_Gqh1HPdOv-hzg6kOAuc&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,Italy,,,,,,,,,,,,,,,,,,,,1,FRN,,,"Cuno attended post World War 1 peace talks in Genoa as an economic expert. I could find no evidence for it, but given that he was the head of the Hamburg-America steamboat line, it is likely he knew English.",Lebendiges Museum Online: Wilhelm Cuno,Drew Witte,,,,
GMY-1923-1,82138046-1e42-11e4-b4cd-db5882bf8def,255,GMY,Stresemann,1923-08-13,8/13/1923,1923-11-23,11/23/1923,Regular,Regular,Regular,0,OK,M,1878,1929,1878-05-10,10may1878,10/3/1929,10/3/1929,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Gustav-5FStresemann&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=QBSmoK81I8NGwn_bpm7FKq85qVrmg9eDSbqo_eValnw&e=,0,1,0,0,NA,NA,1,0,0,0,1,0,0,0,0,,USA,1912,1913,0,Canada,1912,1913,0,,,,,,1912,1913,1,1,0,0,0,1,Turkey,,,"At the invitation of the International Chamber of Commerce Congress in Boston, Stresemann undertook a study trip to the United States and Canada in 1912 together with other economic experts. During World War 1, Stresemann visited Constaninople in modern day Turkey",Lebendiges Museum Online: Gustav Stresemann,Drew Witte,,,,
GMY-1923-2,82138047-1e42-11e4-b4cd-db5882bf8def,255,GMY,Marx,1923-11-30,11/30/1923,1924-12-15,12/15/1924,Regular,Regular,Regular,0,OK,M,1863,1946,1863-01-15,15jan1863,8/5/1946,8/5/1946,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Wilhelm-5FMarx&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=DU25ZxyAYRTTSKc5wxBHEDKNeUAg9d3O8vkMlGwgMfk&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,I could find no evidence that Marx left the country before becoming chancellor.,https://www.deutsche-biographie.de/sfz58854.html.   Deutsche Biographie: William Marx,Drew Witte,,,,
GMY-1925,8213b118-1e42-11e4-b4cd-db5882bf8def,255,GMY,Luther,1925-01-15,1/15/1925,1926-05-12,5/12/1926,Regular,Regular,Regular,0,OK,M,1879,1962,1879-03-10,10mar1879,5/11/1962,5/11/1962,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Hans-5FLuther&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=rihI5O8RUCW3q6FdLc3mJfD8Z1medNcL7FWJKL9tEFw&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,1,English,,,,,,,,,,,,,,,,,,,,,1,UKG,,,"While not stated explicitly, Luther attended the 1924 London conference and later became the German ambassador to the United States (1933-1937), so I believe it is safe to say he knew English.",Lebendiges Museum Online: Hans Luther,Drew Witte,,,,
GMY-1926,82138047-1e42-11e4-b4cd-db5882bf8def,255,GMY,Marx,1926-05-16,5/16/1926,1928-06-12,6/12/1928,Regular,Regular,Regular,1,OK,M,1863,1946,1863-01-15,15jan1863,8/5/1946,8/5/1946,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Wilhelm-5FMarx&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=DU25ZxyAYRTTSKc5wxBHEDKNeUAg9d3O8vkMlGwgMfk&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Marx does not seem to have left the country between his terms.,https://www.deutsche-biographie.de/sfz58854.html.   Deutsche Biographie: William Marx,Drew Witte,,,,
GMY-1928,82134f72-1e42-11e4-b4cd-db5882bf8def,255,GMY,Muller,1928-06-28,6/28/1928,1930-03-27,3/27/1930,Regular,Regular,Regular,1,OK,M,1876,1931,1876-05-18,18may1876,3/20/1931,3/20/1931,NA,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,1,French,,,,,,,,,,,,,,,,,,,,,,,,,Muller does not seem to have left the country between his first and second term as chancellor,https://www.deutsche-biographie.de/sfz66522.html. Deutsche Biographie: Hermann Muller,Drew Witte,,,,
GMY-1930,8213b119-1e42-11e4-b4cd-db5882bf8def,255,GMY,Bruning,1930-03-30,3/30/1930,1932-05-30,5/30/1932,Regular,Regular,Regular,0,OK,M,1885,1970,1885-11-26,26nov1885,3/30/1970,3/30/1970,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Heinrich-5FBr-25C3-25BCning&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=3W1DK3IAAOJfMvYfgCjibizHxORQ-_hrzFR1WPsl99Q&e=,0,1,0,0,NA,NA,0,1,0,0,0,0,0,0,0,,FRN,,,,,,,,,,,,,,,,,,,,,,,,Bruning served on the Western Front during World War 1.,"https://www.jstor.org/stable/30095247, Heinrich Bruning by Daniel Binchy in Studies: An Irish Quarterly Review. Vol 21, No. 83 (Sep., 1932) pp.385-403",Drew Witte,,,,
GMY-1932-1,8213b11a-1e42-11e4-b4cd-db5882bf8def,255,GMY,Papen,1932-06-01,6/1/1932,1932-11-17,11/17/1932,Regular,Regular,Regular,0,OK,M,1879,1969,1879-10-29,29oct1879,5/2/1969,5/2/1969,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Franz-5Fvon-5FPapen&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Id8BnBAr6wj_ftCIN-n0gBNOkXGsUXz3r3lP9kvJBcg&e=,0,1,0,0,NA,NA,0,1,1,0,0,0,0,0,1,"English, French",USA,1913,1915,1,Mexico,1913,1915,1,France ,1916,1917,1,,,,,,,,,1,Israel,UKG,Turkey,"Papen served as a military attache in Washington DC and entered Mexico (1913-1915) in coordination with several esphionage activies he was doing. He also fought at the Somme in France during World War One. After being ejected from the U.S., he was detained in the U.K. before he made his way to Turkey and then Israel.",The Errant Diplomat:  The Life of Franz Von Papen,Drew Witte,,,,
GMY-1932-2,8213b11b-1e42-11e4-b4cd-db5882bf8def,255,GMY,Schleicher,1932-12-03,12/3/1932,1933-01-28,1/28/1933,Regular,Regular,Regular,0,OK,M,1882,1934,1882-04-07,07apr1882,6/30/1934,6/30/1934,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Kurt-5Fvon-5FSchleicher&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=BnU25M4bQfjfyv6UJfVD3gKeObzBdUbvMWcXCTW-ots&e=,0,1,0,0,NA,NA,0,1,0,0,0,0,0,0,0,,Poland,,,,,,,,,,,,,,,,,,,,0,,,,Schleicher served on the Eastern Front in World War 1 in Galicia (part of modern day Poland).,Lebendiges Museum Online: Kurt Von Schleicher,Drew Witte,,,,
GMY-1933,8213b11c-1e42-11e4-b4cd-db5882bf8def,255,GMY,Hitler,1933-01-30,1/30/1933,1945-04-30,4/30/1945,Regular,Suicide,Regular,0,Suicide,M,1889,1945,1889-05-20,20may1889,4/30/1945,4/30/1945,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Adolf-5FHitler&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=GOKPFlQJQ3XlcfzxzCZ8mzZKtzIExWmVWJ_YGZWyvgM&e=,0,2.2,0,3.0999999,NA,NA,1,1,0,1,0,0,0,1,0,,Austria-Hungary,1889,1913,0,Belgium,1914,1918,1,FRN,1914,1918,1,,1913,1918,1,0,0,0,1,1,Italy,,,Hitler was born in Austria and immigrated to Germany in his early twenties. He served on the Western Front in World War 1 and fought in Belgium and France,Encyclopedia Britannica: Adolf Hitler,Drew Witte,,,,
GMY-1945,8213e1ec-1e42-11e4-b4cd-db5882bf8def,255,GMY,Doenitz,1945-04-30,4/30/1945,1945-05-23,5/23/1945,Regular,Foreign,Removed through Threat of Foreign Force,0,Imprisonment,M,1891,1980,1891-09-16,16sep1891,12/24/1980,12/24/1980,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Karl-5FD-25C3-25B6nitz&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=9oqbEJI7ytCHLt5jkMyOqweIQeeEDTjrfRG6jU1JTAE&e=,0,4,9,2,NA,NA,0,1,0,0,0,0,0,0,1,Latin,Egypt,,,,Turkey,,,,FRN,,,,,,,,,,,,0,,,,"Doenitz served in the navy during World War 1 and visited Cairo (under British control), and Constantinople.","Donitz by Peter Padfield, 1984.",Drew Witte,,,,
GNB-1974,82296fee-1e42-11e4-b4cd-db5882bf8def,404,GNB,Cabral,1974-09-10,9/10/1974,1980-11-14,11/14/1980,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Imprisonment,M,1931,2009,NA,,NA,,NA,1,3,6,2,NA,NA,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,0,,,,"He completed his primary school studies in the Cape Verde archipelago, which was also a Portuguese territory at that time. Later he received training in accountancy.[5] He was also educated in Bissau and joined a Portuguese business, Companhia União Fabril.","""Luís Cabral"". The Guardian. 8 June 2009.",Xin Wu,,,,
GNB-1980,82296fef-1e42-11e4-b4cd-db5882bf8def,404,GNB,Vieira,1980-11-14,11/14/1980,1999-05-07,5/7/1999,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1939,2009,4/27/1939,4/27/1939,NA,,NA,1,3,6,1,NA,NA,0,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,"He received his military training in the People's Republic of China in 1960 and in 1964 he was the commander of the ""Southern Front"", responsible for the area bordering Guinea.","Academic dictionaries and encyclopedias. “Joao Bernardo Vieira.” Accessed December 2, 2022. https://de-academic.com/dic.nsf/dewiki/695578.",Xin Wu,,,,
GNB-1999-1,8229a0c2-1e42-11e4-b4cd-db5882bf8def,404,GNB,Mane,1999-05-07,5/7/1999,1999-05-14,5/14/1999,Irregular,Regular,Regular,0,OK,M,1940,2000,NA,,NA,,NA,1,1,0,0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xin Wu,,,,
GNB-1999-2,8229a0c3-1e42-11e4-b4cd-db5882bf8def,404,GNB,Sanha,1999-05-14,5/14/1999,2000-02-17,2/17/2000,Irregular,Regular,Regular,0,OK,M,1947,2012,5/5/1947,5/5/1947,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Malam-5FBacai-5FSanh-25C3-25A1&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=mHIMQjGqGkzZ3n6EAT5T-wxZJogalhKh6suHZYuGQJw&e=,1,1,0,0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xin Wu,,,,
GNB-2000,8229d196-1e42-11e4-b4cd-db5882bf8def,404,GNB,Kumba Iala,2000-02-18,2/18/2000,2003-09-14,9/14/2003,Regular,Irregular,"Removed by Military, without Foreign Support",0,OK,M,1953,-777,NA,,NA,,NA,0,3,6,0,NA,NA,1,0,0,0,1,0,0,0,1," Crioulo, Spanish, French and English",Russia,,,,,,,,,,,,,,,,,,,,0,,,,"He studied theology at the Catholic University in Lisbon, Portugal and later studied philosophy","March 1953Bula, Veríssimo Correia Seabra Personal details Born 15, Portuguese GuineaPolitical party Party for Social RenewalOther political affiliations African Party for the Independence of Guinea, and Cape VerdeAlma mater Catholic University of Portugal at Lisbon Religion Islam. “Kumba Ialá.” Academic Dictionaries and Encyclopedias. Accessed December 2, 2022. https://en-academic.com/dic.nsf/enwiki/331262.",Xin Wu,,,,
GNB-2003-1,8229d197-1e42-11e4-b4cd-db5882bf8def,404,GNB,Correia Seabra,2003-09-14,9/14/2003,2003-09-28,9/28/2003,Irregular,Regular,Regular,0,OK,M,1947,2004,NA,,NA,,NA,1,1,0,0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xin Wu,,,,
GNB-2003-2,822a026a-1e42-11e4-b4cd-db5882bf8def,404,GNB,Henrique Pereira Rosa,2003-09-28,9/28/2003,2005-10-01,10/1/2005,Regular,Regular,Regular,0,OK,M,1946,-777,NA,,NA,,NA,0,1,0,0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xin Wu,,,,
GNB-2005,82296fef-1e42-11e4-b4cd-db5882bf8def,404,GNB,Vieira,2005-10-01,10/1/2005,2009-03-02,3/2/2009,Regular,Irregular,"Removed by Military, without Foreign Support",2,Death,M,1939,2009,4/27/1939,4/27/1939,NA,,NA,0,3,6,3,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xin Wu,,,,
GNB-2009-1,82533626-1e42-11e4-b4cd-db5882bf8def,404,GNB,Raimundo Perreira,2009-03-02,3/2/2009,2009-09-08,9/8/2009,Regular,Regular,Regular,0,OK,M,1956,-777,NA,,NA,,NA,0,1,0,0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xin Wu,,,,
GNB-2009-2,8229a0c3-1e42-11e4-b4cd-db5882bf8def,404,GNB,Sanha,2009-09-08,9/8/2009,2011-12-31,12/31/2011,Regular,Natural Death,Regular,1,Missing: Natural Death within Six Months of Losing Office,M,1956,2012,NA,,NA,,NA,0,2,0,-777,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xin Wu,,,,
GNB-2012-1,149f2736-aae0-11e4-b3bc-29f2fa19767e,404,GNB,Raimundo Pereira,2012-01-09,1/9/2012,2012-04-12,4/12/2012,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1955,-777,2/9/1955,2/9/1955,NA,,NA,0,3,6,1,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xin Wu,,,,
GNB-2012-2,149f2737-aae0-11e4-b3bc-29f2fa19767e,404,GNB,Mamadu Ture Kuruma,2012-04-12,4/12/2012,2012-05-11,5/11/2012,Irregular,Regular,Regular,0,Missing: No Information Found,M,1947,-777,4/26/1947,4/26/1947,NA,,NA,1,1,0,-666,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xin Wu,,,,
GNB-2012-3,2b3a05b8-3481-11e4-8dba-bbcd9ed46413,404,GNB,Manuel Serifo Nhamadjo,2012-05-11,5/11/2012,2014-06-23,6/23/2014,Regular,Regular,Regular,0,OK,M,1958,-777,3/25/1958,3/25/1958,NA,,NA,0,1,0,0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xin Wu,,,,
GNB-2014,149f4e46-aae0-11e4-b3bc-29f2fa19767e,404,GNB,Vaz,2014-06-23,6/23/2014,2015-12-31,12/31/2015,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1957,-777,12/10/1957,12/10/1957,NA,,NA,0,-888,-888,-888,NA,NA,1,0,0,0,1,0,0,0,0,,Portugal,2012,2013,0,,,,,,,,,,,,,,,,,0,,,,He studied in Portugal to earn a degree in economics and then returned to politics.," ""José Mário Vaz Presidente eleito da Guiné-Bissau toma posse a 23 de junho"". Notícias ao Minuto (in Portuguese). Lusa. 4 June 2014. Archived from the original on 20 December 2014. Retrieved 13 June 2014.",Xin Wu,,,,
GRC-1863,821ca82d-1e42-11e4-b4cd-db5882bf8def,350,GRC,George I,1863-03-30,30mar1863,1913-03-18,3/18/1913,Regular,Irregular,Unknown,0,Death,M,1845,1913,1845-12-24,24dec1845,3/18/1913,3/18/1913,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_George-5FI-5Fof-5FGreece&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=5aiYou8URkuXX819BK0gqj7ENOSLmu03fxvlpVtkFBk&e=,0,3,-999,3,NA,NA,1,1,0,1,1,1,0,1,1,"Danish, English, French, German",DEN,1845,1862,1,,,,,,,,,,1845,1862,0,0,0,0,1,1,,,,"George was a Danish prince of the house Glücksburg. He was the second son of Christian IX, King of Denmark. He was ana officier in the Royal Danish Navy. and a naval cadet in Denmark before his selection to the Greek throne by the great powers in 1862.","Koliopoulos, John S., and Thanos M. Veremis. Modern Greece: A history since 1821. John Wiley & Sons, 2009.",X,Tongtong,,,
